flight,dep_time,dep_delay
3985,1557,-3
1771,1558,3
161,1558,-2
565,1559,-1
1467,1559,-1
1200,1559,-1
2377,1601,16
4415,1601,-4
1508,1605,0
3689,1605,-5
4092,1606,-10
4357,1606,70
341,1606,-4
157,1609,9
620,1610,10
3452,1610,85
91,1610,0
3771,1610,8
847,1611,11
1619,1613,-2
4622,1613,-7
5486,1615,5
3325,1616,11
35,1616,-4
1686,1617,-3
2134,1622,22
17,1623,-12
27,1624,-6
4702,1625,-5
3459,1625,20
1078,1626,-3
3695,1627,-8
1085,1628,-2
3805,1630,-5
773,1631,-9
4588,1632,4
656,1632,-3
675,1633,8
1176,1635,-4
4485,1637,-3
3387,1637,22
4027,1637,-8
4540,1637,-3
4411,1639,-4
4705,1640,5
139,1640,5
464,1642,-8
1790,1644,-6
413,1648,-7
359,1649,-6
372,1650,10
257,1652,-8
2181,1652,52
575,1653,-7
357,1653,-6
369,1654,25
31,1654,-6
161,1656,41
1067,1656,6
2136,1656,-4
329,1657,-3
4410,1657,-8
1259,1658,-2
551,1658,28
36,1659,-7
4661,1659,34
4373,1700,-3
509,1701,1
695,1702,-8
143,1702,-3
4202,1703,-7
127,1703,3
1905,1704,-1
2042,1704,4
689,1705,5
4316,1706,-4
15,1707,-1
3820,1708,73
2231,1709,39
1284,1709,-1
706,1711,16
503,1712,-3
440,1712,7
345,1713,-7
4300,1717,-5
1585,1718,3
837,1720,-10
1999,1720,0
4255,1720,-5
509,1721,2
894,1721,11
1779,1722,2
1109,1722,-3
4323,1724,-1
1134,1724,-1
1185,1725,-4
145,1725,0
543,1725,-4
74,1725,-10
1593,1725,-2
512,1727,2
524,1728,-2
449,1728,-2
4271,1729,70
216,1730,0
2027,1732,112
4299,1734,75
1111,1735,0
785,1738,-7
177,1741,-4
1351,1741,21
2331,1741,-4
1100,1741,14
623,1742,12
4480,1743,14
4323,1743,43
1307,1744,-6
408,1744,9
391,1746,1
1228,1749,-1
547,1751,6
1394,1753,8
250,1753,24
535,1753,0
2138,1754,-6
2185,1754,-6
4397,1755,-4
989,1755,0
1016,1756,-4
691,1756,-4
373,1756,-4
9,1757,-3
4479,1758,38
4277,1800,-15
1139,1800,2
181,1801,76
1053,1802,-6
1499,1803,63
477,1803,-7
1047,1804,4
1221,1805,5
7,1806,-9
4413,1806,21
1611,1807,-3
2019,1807,-8
926,1808,-7
3424,1809,-6
594,1810,0
593,1812,-7
711,1813,-7
119,1815,-5
1269,1815,7
1292,1818,4
808,1819,19
353,1822,2
4484,1822,12
269,1825,-5
1973,1825,-4
3944,1826,-9
4674,1827,-3
1165,1828,-2
1703,1829,14
3375,1830,91
1531,1830,3
3542,1834,24
3730,1834,-6
1643,1835,0
2131,1836,-4
4227,1838,-7
4626,1838,33
130,1839,-7
527,1840,-10
4517,1841,-4
2019,1842,-8
2159,1844,-6
389,1844,39
891,1847,-9
3369,1848,3
2190,1848,3
29,1848,-7
4520,1850,20
4019,1852,37
120,1852,-8
2140,1852,-8
1491,1853,3
947,1854,-6
951,1854,-1
2187,1854,-6
1255,1855,-5
87,1856,-4
2391,1856,-4
1465,1857,-3
4649,1857,2
21,1858,-7
4175,1859,-5
1054,1859,-6
4569,1901,-9
1635,1904,194
645,1905,5
3525,1906,-9
981,1906,1
179,1909,10
2075,1910,0
87,1911,1
4131,1912,8
4085,1913,-2
1385,1913,-7
1729,1913,-2
155,1913,-2
359,1916,-4
4127,1917,-8
4543,1918,13
2139,1918,-7
6,1919,-1
1473,1922,157
2370,1922,-3
4532,1923,-7
1485,1924,-1
1715,1924,-6
791,1924,-11
3798,1925,-5
5693,1926,-10
1613,1926,31
4204,1927,-8
1099,1927,-2
1435,1927,-3
1854,1928,-2
3899,1937,2
1787,1937,-3
272,1937,67
3368,1941,41
3783,1941,1
1416,1941,1
3314,1942,-3
633,1946,6
3439,1947,-13
645,1947,-3
3274,1952,22
4423,1952,-7
1709,1953,-2
801,1953,-7
21,1953,-7
1018,1953,-8
1147,1954,-6
4412,1955,8
5038,1956,58
3320,1957,-3
4133,1958,-7
2142,1958,-2
754,1959,-6
5203,2000,90
890,2000,0
4033,2001,-4
4224,2002,-3
4312,2002,19
415,2004,-1
4555,2005,-10
381,2008,28
1762,2010,-5
4997,2015,210
2189,2019,19
1345,2022,62
1225,2024,-5
405,2024,19
3609,2027,-2
1069,2027,-3
4695,2029,-6
1071,2030,-5
1178,2031,-14
1243,2031,-4
3833,2033,-9
371,2039,-6
629,2040,0
677,2040,0
4106,2041,41
115,2042,-3
354,2052,22
4507,2052,-8
4309,2053,53
399,2053,-7
3744,2053,-7
2191,2055,-5
4584,2056,-4
2144,2057,-3
4645,2058,12
1020,2058,0
4348,2059,30
402,2059,59
3819,2101,-6
4536,2102,76
530,2102,2
4119,2105,0
4091,2113,93
4449,2117,-8
4333,2119,110
910,2122,-3
4088,2124,-5
4660,2124,-1
4619,2125,-4
4662,2126,66
11,2128,-7
185,2131,-4
2155,2148,-11
3373,2149,149
771,2151,86
4322,2152,-7
4162,2153,-6
4573,2153,58
3822,2154,114
4519,2154,-5
3395,2156,71
4108,2159,134
383,2200,30
4404,2202,37
4416,2208,188
5073,2242,257
608,2242,-8
30,2242,-8
128,2256,11
5714,2300,240
695,2302,182
112,2306,25
2363,2324,144
727,2349,-10
739,2349,-10
4382,NA,NA
4687,NA,NA
4150,NA,NA
413,NA,NA
891,NA,NA
299,NA,NA
675,NA,NA
2183,NA,NA
4322,27,148
1117,458,-2
571,531,1
1018,531,6
1141,538,-2
725,538,-2
707,547,-13
345,549,-11
731,549,-11
4911,550,-10
6055,553,-7
380,553,-7
4401,553,-12
371,554,-6
4201,555,-5
135,555,-5
461,555,-5
4650,555,-5
2161,555,-5
301,556,-4
3223,556,-4
2114,556,-4
125,557,-3
1030,557,-4
1833,557,-3
507,558,-2
303,558,-2
709,600,-10
963,601,-7
1837,602,-8
4941,603,-7
733,603,-7
1895,604,-6
1919,605,-5
3839,605,-5
5716,606,6
1791,607,-8
4559,610,3
575,611,-4
3856,612,-3
4518,613,-2
145,616,6
4533,618,-7
4708,618,17
1125,618,-12
1497,620,-5
135,621,-9
3127,621,-4
79,622,-3
4334,623,-11
4576,623,-7
4419,625,-5
4560,625,-5
983,625,-10
2006,625,-5
4599,626,-4
4424,628,-5
71,628,-2
413,629,-1
711,629,-6
1002,629,-2
1433,629,-1
1627,630,-5
772,630,-4
3839,631,-5
303,631,1
4471,632,2
421,632,-3
4122,636,-4
102,636,-9
1701,636,0
849,636,1
905,642,12
369,643,-2
4241,644,-1
926,644,-1
338,647,2
1415,652,-3
799,652,-8
4534,653,-12
2116,653,-7
2163,653,-7
1879,654,-6
1815,656,-3
2279,657,-3
1865,657,-3
1547,657,-2
2003,657,-3
763,657,-3
389,658,-7
550,658,-2
1142,658,-2
3483,659,-6
1655,659,-6
671,700,0
235,700,-5
1472,700,6
1485,700,-5
203,701,1
399,702,-3
981,705,0
298,705,0
715,706,-4
4583,707,-3
2285,708,8
825,709,-6
850,711,-9
443,712,-3
117,713,18
11,714,-11
1299,714,-1
831,715,-5
4246,717,-3
1724,717,-3
2083,723,-7
1305,724,-5
910,725,46
807,726,-4
11,726,-4
33,727,-3
715,728,-2
10,728,-2
1601,731,-1
341,733,-2
1889,734,-6
643,741,-6
59,742,-3
1410,742,2
1179,742,2
560,743,-2
4023,745,-10
4099,748,8
2119,749,-4
517,752,-8
3737,753,43
44,754,-3
3935,754,-1
1733,754,-5
4233,755,-8
219,755,-5
1481,755,10
305,756,56
1271,756,-4
2118,756,-4
2165,756,-4
2143,757,-3
2047,758,-1
1558,758,-2
4392,759,0
1539,759,0
429,759,0
346,800,-10
4537,802,-8
3611,802,12
17,802,-3
4406,802,-8
3538,803,-2
1051,803,-9
1959,803,-7
4490,803,-12
397,804,4
1838,806,-4
655,809,-1
914,809,-8
269,809,-1
1162,809,69
1167,810,-5
1429,811,-4
2267,812,17
4655,812,-8
1109,813,-4
4691,815,-7
4051,815,-5
717,817,-2
4652,819,-8
4418,819,-6
3259,822,-7
1855,823,-7
1172,823,13
181,824,-1
2395,824,-3
4393,825,22
301,825,-5
487,825,0
4610,826,-9
4220,827,-3
611,827,-2
1626,828,-2
1117,828,-6
4230,829,-5
835,830,0
717,830,-5
369,830,0
1601,831,1
3422,834,-6
309,834,49
1480,834,-1
4548,836,-4
4521,836,-4
553,837,-3
1429,839,-6
3405,840,-5
4214,841,42
1357,841,-4
4388,843,0
1289,843,3
4164,844,-11
4558,845,-5
112,847,7
4364,849,-9
3353,849,-6
1194,850,-7
1061,852,-8
714,852,-5
2167,852,-8
3815,853,24
4478,853,-12
430,854,-5
544,854,-6
1885,855,-5
4913,856,1
1,856,-4
225,856,-4
1405,856,-4
485,857,-3
2120,857,-3
407,858,-7
1643,859,-1
51,900,0
313,900,30
1747,900,1
181,900,0
56,901,-4
2379,901,-4
1602,901,-3
565,902,-1
4638,903,-5
1103,904,-6
1519,904,-4
634,906,0
20,907,-8
120,909,9
4582,910,-10
4376,911,21
25,911,-4
59,912,22
4636,917,-12
1004,918,-3
3521,920,65
675,920,65
4234,921,-3
4,921,-7
375,925,-5
361,925,-10
3494,926,1
215,928,-1
647,929,29
721,931,11
41,931,-4
3661,934,4
1871,939,-1
3961,940,-10
469,941,-4
600,942,-8
3667,945,-10
251,945,10
1964,947,-3
4654,949,-6
503,951,-9
1765,952,-8
4670,953,-6
1623,953,-7
499,954,-6
2122,954,-6
4187,955,-2
1277,955,-5
4250,956,-10
4457,956,117
1597,956,1
1529,957,-8
2169,957,-3
4140,958,29
1847,958,-2
450,959,0
5736,1000,0
454,1000,0
197,1001,2
2319,1003,-13
4409,1005,80
75,1010,-5
347,1012,-11
1589,1012,52
1427,1014,-1
63,1015,0
4269,1017,-15
1275,1017,57
1903,1018,-3
3795,1019,9
319,1022,37
5026,1024,-1
5711,1024,18
23,1024,-6
2343,1025,-5
731,1026,6
4471,1027,-3
179,1029,-1
1103,1029,14
641,1032,1
31,1033,-6
258,1035,37
19,1039,9
4589,1040,-10
1573,1041,-4
4662,1044,-6
4663,1045,30
373,1046,-4
1284,1046,-4
471,1048,-4
1120,1051,-9
1925,1052,-7
1275,1052,-8
570,1052,-4
739,1054,-6
3792,1054,-6
642,1054,-6
2171,1054,-6
2044,1055,-5
4240,1056,-4
4485,1100,-15
3317,1101,161
24,1101,-9
542,1101,-4
1647,1104,4
5273,1108,-7
1031,1109,-5
1873,1110,10
406,1111,28
2099,1113,-2
4298,1114,-6
1143,1114,-2
523,1115,-14
1403,1115,1
673,1121,-4
315,1122,-3
703,1123,-7
695,1124,-6
1625,1128,-2
1623,1129,-11
2219,1129,-5
145,1129,-1
4553,1130,-5
133,1131,2
1736,1131,1
353,1132,-13
4671,1132,-1
1037,1135,-5
1625,1135,8
1875,1136,-9
930,1138,-2
1174,1139,-6
401,1140,-5
1707,1142,-2
2126,1143,-17
4646,1148,-2
4349,1149,-3
1174,1150,-10
4264,1151,7
4601,1151,-9
1443,1152,-8
2173,1152,-8
4425,1153,-7
4090,1159,-1
863,1159,-1
1947,1159,-1
2124,1159,59
743,1200,-5
4431,1200,-5
4658,1200,0
1461,1200,0
644,1201,-4
625,1205,10
4087,1206,-9
477,1206,-4
5371,1208,8
42,1208,-2
327,1209,44
3,1211,11
1227,1212,-5
209,1214,-6
4641,1215,-3
66,1216,-4
4640,1218,-3
345,1221,0
283,1227,-3
4404,1227,-8
4694,1229,107
2174,1229,-6
1853,1234,-6
1131,1234,-6
1000,1234,-1
1850,1240,-5
745,1241,-4
1006,1243,-7
4893,1244,-6
428,1244,-7
2253,1245,0
1685,1248,-2
1612,1250,-5
1641,1250,-3
2175,1251,-9
4426,1252,-8
348,1253,-15
2128,1253,-7
3762,1254,-6
2041,1254,14
3638,1255,-5
1459,1255,-4
4950,1256,-4
2239,1256,-4
390,1257,7
4158,1303,4
781,1303,3
32,1305,0
3826,1306,50
595,1306,7
45,1306,-1
991,1308,9
85,1309,9
4564,1309,-6
1453,1310,-5
4628,1311,-9
4368,1313,-2
4475,1313,-12
505,1314,-6
4129,1317,18
4231,1318,-2
705,1319,-6
4280,1321,-8
3840,1323,-6
525,1323,-7
411,1323,3
753,1325,-5
3483,1326,91
2043,1326,-4
4120,1327,12
1078,1328,-2
424,1329,0
431,1330,8
1164,1333,4
1073,1335,-10
1161,1338,3
385,1340,-5
15,1340,-1
602,1341,-4
1249,1341,42
117,1342,-3
4577,1342,-8
615,1346,-4
4171,1350,0
5712,1350,-9
329,1350,50
2079,1350,-5
2130,1353,-7
2177,1354,-6
1110,1357,37
2247,1358,-2
348,1358,3
4434,1400,3
1705,1406,16
4491,1406,-4
4370,1411,14
83,1411,26
935,1412,-3
349,1413,-3
63,1413,8
4588,1414,-6
1902,1429,-6
1344,1429,-6
4687,1430,15
883,1434,4
347,1434,-1
377,1434,19
2126,1434,4
1734,1434,16
1493,1435,-5
337,1440,-6
1579,1440,0
1618,1440,20
1175,1440,1
186,1440,50
1783,1441,56
1819,1441,12
750,1441,-3
4572,1442,-5
1753,1442,-3
4523,1443,44
153,1444,-1
407,1445,0
3452,1446,1
4172,1446,-4
4403,1446,-4
4181,1447,5
4381,1448,-2
3750,1448,13
1813,1449,-1
141,1451,7
4669,1451,6
720,1451,-9
2179,1452,-8
759,1453,-12
8,1453,-6
3318,1454,-1
12,1454,-5
4429,1454,-6
1698,1455,-2
4372,1456,20
1925,1457,-3
3393,1458,-7
1010,1458,43
119,1458,-1
1769,1500,5
685,1500,0
2347,1501,1
1702,1503,-3
745,1504,-1
4309,1505,-5
4579,1505,-5
315,1505,-5
393,1506,7
3728,1506,46
717,1506,26
323,1507,-3
4571,1509,7
4125,1510,6
4447,1510,0
4596,1511,26
4326,1512,5
537,1512,-5
4333,1512,-3
963,1513,13
2115,1514,-6
1600,1514,8
53,1514,-1
337,1515,20
4105,1518,-2
3817,1523,14
4525,1523,-7
4178,1524,-16
2223,1524,-6
257,1524,55
3823,1525,0
3835,1527,0
4146,1530,0
1039,1531,1
1624,1531,2
763,1532,-3
2132,1532,32
3267,1533,5
4086,1533,11
4352,1533,-2
1710,1534,-11
4581,1537,17
4667,1537,-3
161,1539,-1
1665,1539,9
133,1541,-4
3635,1544,-1
1942,1544,-1
1116,1545,-4
1635,1546,-4
95,1547,-1
1053,1550,-5
1695,1550,-5
1200,1550,5
1771,1551,-4
2181,1552,-8
3453,1555,-5
2027,1556,16
3985,1556,-4
985,1557,-3
4,1557,-3
847,1557,-3
1550,1557,2
2134,1557,-3
703,1558,3
161,1558,-2
4215,1558,8
1331,1559,-1
1508,1559,-6
565,1600,0
3771,1600,-2
1467,1601,1
157,1601,1
2377,1602,17
3719,1604,34
3325,1606,1
91,1606,-4
364,1606,6
3820,1607,12
3689,1608,-2
4092,1609,-7
4357,1609,73
85,1610,40
4415,1610,5
4299,1614,-5
5486,1614,4
1619,1614,-1
620,1615,15
1773,1615,25
4588,1620,-8
675,1621,-4
4411,1623,-10
369,1624,-5
2231,1624,-6
477,1625,-5
3427,1626,36
1078,1626,-3
35,1626,6
4702,1627,-3
891,1628,-7
139,1629,-6
1638,1631,-4
656,1632,-3
27,1633,3
4540,1633,-7
872,1634,14
1176,1636,-3
473,1636,101
3805,1637,2
4027,1637,-8
773,1637,-3
4485,1639,-1
1473,1641,-4
372,1641,1
464,1648,-2
181,1649,4
1790,1649,-1
4622,1650,30
4661,1651,26
4271,1652,33
413,1652,-3
4323,1652,-8
706,1653,-2
185,1655,0
509,1656,-4
359,1656,1
31,1656,-4
531,1656,-3
257,1657,-3
127,1657,-3
1499,1658,-2
4410,1658,-7
689,1659,-1
3355,1700,70
1085,1700,30
2042,1700,0
2183,1701,1
1905,1702,-3
894,1703,-7
15,1704,-4
3459,1706,61
143,1706,1
4316,1707,-3
4373,1707,4
575,1707,7
1178,1707,-3
1259,1708,3
2136,1710,10
4202,1711,1
4479,1711,-9
440,1712,7
1779,1714,-6
503,1714,-1
509,1714,-5
36,1715,9
1585,1715,0
372,1715,25
3387,1716,61
4300,1718,-4
4997,1718,33
161,1718,63
4255,1719,-6
1999,1722,2
4382,1723,-7
512,1723,-2
837,1724,-6
250,1724,-1
3375,1726,27
1185,1726,-3
623,1727,-3
695,1728,18
1134,1728,3
1637,1729,-1
543,1731,2
449,1731,1
1593,1732,5
145,1735,10
738,1735,8
391,1736,-9
408,1736,1
4413,1740,-5
177,1741,-4
785,1742,-3
1394,1743,-2
547,1745,0
4323,1746,21
341,1747,97
74,1750,15
1231,1750,178
1228,1750,0
1016,1752,-8
1307,1754,4
1109,1754,29
216,1755,25
9,1756,-4
2185,1756,-4
2138,1757,-3
989,1758,3
691,1759,-1
373,1759,-1
1047,1802,2
1053,1802,-6
1611,1804,-6
4626,1804,-1
1221,1804,4
4484,1805,-5
1269,1805,-3
594,1806,-4
812,1808,-2
3424,1809,-6
173,1809,-1
926,1809,-6
3542,1811,1
329,1811,71
1111,1812,37
1292,1812,2
4277,1813,-2
389,1813,8
535,1813,20
217,1815,8
4480,1816,47
1351,1818,58
5054,1819,4
711,1819,-1
269,1823,-7
1703,1823,8
1973,1824,-5
5203,1825,-5
917,1825,150
119,1826,6
3944,1826,-9
272,1828,-2
4397,1833,34
612,1833,6
1165,1833,3
5073,1835,10
345,1835,75
2131,1836,-4
4517,1837,-8
130,1841,-5
3369,1842,-3
527,1842,-8
808,1844,44
2190,1845,0
4705,1846,131
2019,1846,-4
1613,1851,-4
3368,1853,-7
4410,1855,27
7,1855,40
4649,1855,0
1643,1856,21
645,1857,-3
951,1857,2
1255,1857,-3
2159,1857,7
1491,1857,7
87,1858,-2
2187,1858,-2
1465,1859,-1
21,1900,-5
179,1900,1
947,1900,0
4437,1901,-3
1054,1904,-1
2331,1905,80
5038,1906,8
2075,1906,-4
4543,1908,3
2391,1908,13
29,1908,13
155,1910,-5
87,1912,2
1729,1913,-2
4569,1914,4
1345,1917,-3
1385,1917,-3
954,1917,17
171,1919,20
2140,1920,20
2370,1921,-4
1485,1922,-3
4127,1925,0
3798,1926,-4
1435,1926,-4
4085,1927,12
4532,1928,-2
3899,1929,-6
353,1929,69
5693,1931,-5
4204,1932,-3
6,1934,14
3783,1934,-6
5714,1935,35
4670,1935,5
4091,1935,-5
91,1935,5
381,1936,-4
1416,1937,2
1715,1940,10
4674,1940,70
4131,1943,39
3314,1943,-2
359,1943,23
4312,1944,1
1787,1946,6
645,1949,-1
4423,1953,-6
1139,1953,115
981,1954,49
1094,1954,-6
402,1955,-5
4108,1956,11
1147,1956,-4
3822,1957,-3
4106,1958,-2
4333,1958,-2
4033,1958,-7
801,1958,-2
4224,1959,-6
3320,2000,0
21,2000,0
4520,2001,102
647,2001,-4
2142,2003,3
415,2005,0
3439,2008,8
4555,2008,-7
2189,2009,9
4019,2010,115
1099,2011,42
695,2011,11
4227,2013,88
3609,2015,-14
3373,2017,57
1762,2017,2
4662,2017,-3
891,2019,83
3695,2021,226
593,2022,123
771,2023,-2
1069,2025,-5
1225,2031,1
2019,2032,137
1166,2035,-5
677,2037,-3
4309,2039,1
4536,2040,40
115,2040,-5
1071,2040,5
1243,2040,5
791,2041,66
1178,2042,-3
4348,2049,20
4412,2053,53
165,2053,13
629,2054,14
4584,2054,-6
2191,2055,-5
3833,2056,14
2363,2057,-3
4507,2057,-3
4119,2058,-7
4573,2058,3
530,2059,-1
399,2100,0
2144,2100,0
4695,2102,2
354,2103,33
529,2104,-6
4645,2108,22
383,2116,-14
4449,2117,-8
3274,2120,110
3819,2120,13
299,2121,56
4133,2124,79
4404,2125,0
1709,2125,90
97,2126,-4
4660,2127,2
104,2131,-4
11,2133,-2
185,2134,-1
371,2140,55
4619,2145,16
3525,2154,159
2155,2155,-4
4519,2157,-2
4162,2158,-1
515,2159,5
3395,2205,80
1020,2211,73
1854,2213,163
890,2214,134
4088,2217,48
1066,2218,53
2139,2220,175
754,2228,143
112,2234,-7
22,2242,-7
30,2243,-7
128,2244,-1
608,2252,2
633,2300,200
1018,2305,15
727,2400,1
739,2400,1
3523,NA,NA
3697,NA,NA
3744,NA,NA
3730,NA,NA
1117,458,-2
1018,524,-1
571,534,4
1141,535,-5
725,540,0
707,551,-9
2114,551,-9
4401,552,-13
303,553,-7
380,554,-6
507,555,-5
1833,555,-5
2161,555,-5
4201,556,-4
5716,556,-4
135,556,-4
345,557,-3
4708,558,-3
301,559,-1
125,559,-1
461,559,-1
731,559,-1
4911,600,0
4559,603,-4
1837,604,-6
1030,604,3
3223,605,5
371,606,6
3839,606,-4
145,607,-3
4941,610,0
575,610,-5
1919,610,0
1895,612,2
963,612,4
4518,613,-2
3856,619,4
4560,620,-10
709,620,10
3127,620,-5
4599,623,-7
413,624,-6
1497,624,-1
4419,626,-4
4334,628,-6
71,628,-2
1507,628,-2
1002,629,-2
905,629,-1
135,630,0
4576,630,0
4471,632,2
1701,632,-4
421,633,-2
1627,633,-2
4424,634,1
772,634,0
983,635,0
4122,636,-4
711,639,4
79,639,14
849,641,6
4241,644,-1
1433,650,20
2116,651,-9
117,652,-3
1415,653,-2
4534,653,-12
1865,656,-4
305,657,-3
671,658,-2
763,658,-2
1547,658,-1
3839,659,-1
102,700,15
981,700,-5
298,702,-3
203,703,3
1485,703,-2
3483,705,0
303,706,36
799,706,6
1162,707,7
1879,708,8
715,709,-1
1815,709,10
1655,711,6
235,712,7
1568,713,3
850,714,-6
6055,715,75
1472,715,21
4246,716,-4
389,718,13
2163,718,18
11,719,-6
825,720,5
1299,720,5
2279,723,23
831,724,4
715,725,-5
3737,725,15
399,728,23
443,729,14
1601,729,-3
550,729,29
926,729,44
807,730,0
33,731,1
1724,732,12
341,734,-1
2083,735,5
1305,735,6
1179,738,-2
560,740,-5
1889,741,1
1481,745,0
3611,746,-4
643,747,0
451,747,-5
59,748,3
2119,750,-3
4023,752,-3
10,753,23
517,754,-6
2118,755,-5
219,757,-3
2047,758,-1
2165,759,-1
4099,800,20
2267,800,5
1271,800,0
3935,800,5
1558,801,1
397,801,1
2143,802,2
4214,803,3
309,803,18
1539,803,4
1733,804,5
11,805,35
4537,807,-3
44,807,10
1959,808,-2
4406,809,-1
3538,810,5
3521,811,-4
17,811,6
4691,812,-10
1429,812,-3
675,812,-3
1109,814,-3
914,815,-2
1167,815,0
1051,818,6
1838,820,10
4220,821,-9
3815,822,-7
4051,822,2
4418,822,-3
487,823,-2
1172,824,14
181,824,-1
717,824,5
611,827,-2
4230,828,-6
346,828,18
429,829,30
1855,830,0
269,830,20
301,830,0
1601,830,0
717,833,-2
1480,833,3
553,835,-5
4610,835,0
1117,835,1
655,838,28
369,838,8
112,839,-1
1626,840,0
4548,842,2
1429,842,-3
4409,845,0
4376,847,-3
1357,847,2
3353,851,-4
714,851,-6
4364,853,-5
835,853,23
4913,854,-1
51,854,-6
2167,854,-6
1061,855,-5
3405,856,11
2120,856,-4
4164,857,2
485,857,-3
225,857,-3
1747,858,-1
1885,858,-2
313,859,29
181,900,0
430,900,0
1430,900,3
4393,902,59
565,902,-1
4638,903,-5
2006,903,153
56,904,-1
1103,908,-2
20,908,-7
2379,908,3
1,910,10
407,914,9
2395,915,48
1589,916,-4
59,916,26
1405,916,16
4234,918,-6
4655,920,60
1275,921,1
3661,924,-6
4636,925,-4
215,925,-4
375,925,-5
4521,926,46
544,926,26
4,927,-1
3494,927,2
4490,927,72
647,929,29
721,931,11
4652,934,67
1004,934,13
361,935,0
1519,937,29
4478,938,33
3961,941,-9
251,942,7
1643,942,42
25,943,28
338,946,181
1602,948,44
4388,949,66
1597,951,-4
503,953,-7
2169,953,-7
4187,955,-2
319,955,10
1277,955,-5
2122,956,-4
4670,957,-2
454,957,-3
450,957,-2
1765,959,-1
1847,959,-1
1529,1002,-3
4140,1005,22
4558,1007,77
1427,1009,-6
3795,1010,0
75,1010,-5
600,1016,26
499,1019,19
5395,1024,-6
347,1024,1
731,1025,5
1026,1025,0
4471,1025,-5
4689,1026,-6
4250,1029,23
4663,1031,16
179,1031,1
19,1033,3
641,1035,4
31,1037,-2
4654,1037,42
5026,1042,17
373,1043,-7
3667,1046,51
5711,1048,42
406,1049,6
1525,1050,0
2124,1053,-7
1647,1059,-1
197,1100,61
2044,1100,0
1925,1101,2
23,1101,31
642,1104,4
1103,1104,49
542,1106,1
1120,1106,6
5273,1110,-5
2099,1110,-5
4694,1114,32
739,1116,16
1143,1120,0
673,1125,0
1623,1126,-14
1625,1127,-3
523,1129,0
315,1130,5
145,1130,0
4671,1131,2
133,1133,4
2003,1133,273
1403,1133,19
2219,1135,1
258,1137,99
1903,1139,78
1736,1139,9
4298,1141,21
353,1141,-4
327,1141,16
1707,1143,-1
41,1148,133
401,1153,8
625,1154,-1
1443,1154,-6
2171,1155,55
863,1156,-4
1174,1157,-3
5371,1158,-2
2126,1158,-2
4349,1159,0
24,1159,49
1947,1201,1
1461,1205,5
42,1206,-4
477,1206,-4
2285,1208,308
4589,1210,80
4601,1210,10
3826,1211,-5
3,1213,13
4662,1214,84
4641,1215,-3
1227,1218,1
1515,1218,123
345,1220,-1
2319,1226,130
4425,1226,26
644,1228,23
1000,1228,-7
743,1229,24
2174,1230,-5
1625,1232,62
469,1237,172
2173,1237,37
66,1238,18
2041,1243,3
2253,1245,0
745,1249,4
4485,1254,99
2239,1258,-2
1964,1258,188
4129,1259,-2
1685,1259,9
3697,1300,40
4426,1300,0
1612,1300,5
1459,1301,2
209,1307,47
1895,1310,-5
1031,1314,120
1249,1314,15
32,1315,10
505,1316,-4
317,1316,25
1110,1319,-1
1006,1321,31
991,1322,23
4231,1323,3
2175,1326,26
85,1327,27
4640,1331,70
2043,1331,1
411,1333,13
705,1334,9
525,1337,7
4171,1340,-10
329,1340,40
4628,1343,23
390,1345,55
1871,1348,248
385,1348,3
431,1349,27
3840,1353,24
4280,1353,24
117,1354,9
1161,1354,19
753,1356,26
83,1357,12
615,1359,9
15,1400,19
186,1400,10
4564,1414,59
2177,1418,18
1783,1422,37
1641,1423,90
2126,1425,-5
1164,1425,35
377,1427,12
883,1428,-2
347,1430,-5
1073,1434,49
1445,1436,-9
1734,1437,19
1579,1438,-2
1175,1439,-1
1493,1440,0
4172,1443,-7
1618,1443,23
4370,1444,47
153,1447,2
473,1449,-6
4577,1450,60
4429,1452,-8
393,1456,-3
720,1456,-4
2179,1456,-4
759,1458,-7
1698,1458,1
1873,1501,241
4158,1502,123
63,1507,62
1813,1508,18
337,1509,14
595,1509,25
257,1511,42
119,1513,14
407,1513,28
4669,1514,29
4475,1516,111
141,1517,33
4146,1517,-13
4403,1517,27
4588,1521,61
1853,1523,163
1039,1529,-1
1925,1534,34
2223,1535,5
763,1537,2
133,1538,-7
4491,1543,93
703,1554,-1
1053,1556,1
1635,1602,12
157,1614,14
675,1623,-2
1085,1631,1
4447,1632,82
139,1643,8
359,1654,-1
185,1724,29
917,1728,93
3267,NA,NA
3274,NA,NA
3805,NA,NA
3817,NA,NA
3819,NA,NA
3820,NA,NA
3822,NA,NA
3833,NA,NA
3835,NA,NA
4085,NA,NA
4086,NA,NA
4106,NA,NA
4108,NA,NA
4119,NA,NA
4120,NA,NA
4181,NA,NA
4202,NA,NA
4087,NA,NA
4088,NA,NA
4090,NA,NA
4092,NA,NA
4162,NA,NA
4240,NA,NA
4224,NA,NA
4227,NA,NA
4233,NA,NA
4271,NA,NA
4204,NA,NA
4299,NA,NA
4300,NA,NA
4309,NA,NA
4312,NA,NA
4316,NA,NA
4322,NA,NA
4323,NA,NA
4326,NA,NA
4392,NA,NA
4397,NA,NA
4264,NA,NA
4333,NA,NA
4348,NA,NA
4352,NA,NA
4368,NA,NA
4372,NA,NA
4373,NA,NA
4381,NA,NA
4382,NA,NA
4434,NA,NA
4437,NA,NA
4404,NA,NA
